2025-07-08 19:21:22,262 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 291.60, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-08 19:32:55,761 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '平均値'
2025-07-08 19:32:55,970 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 32.40, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:55,991 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,009 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,019 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,035 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,070 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 22.50, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,082 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 7.20, 全体平均勤務人数 = 7.20, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,298 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,318 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,345 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,366 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 4.50, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,387 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,406 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,425 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,871 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 61.20, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,882 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,898 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,930 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 49.50, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,947 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 63.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,971 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:56,990 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,202 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,219 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,246 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,275 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,296 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,315 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,335 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,557 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 75.60, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,572 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 85.50, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,600 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 90.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,620 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 81.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,636 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 99.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,651 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 76.50, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,672 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,891 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 205.20, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,897 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 180.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,929 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 148.50, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,953 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 153.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,975 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 153.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:57,995 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 157.50, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-08 19:32:58,002 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-08 19:33:00,160 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 291.60, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,176 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 279.00, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,197 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 256.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,227 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 247.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,250 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 261.00, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,277 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 247.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,320 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,625 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,644 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,659 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,690 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,712 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,738 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:00,761 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,046 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 79.20, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,085 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 58.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,112 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 67.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,146 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 72.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,160 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,189 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 49.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,210 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,444 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 28.80, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,481 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,513 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 22.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,546 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,561 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,597 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 27.00, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,620 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,829 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,829 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-08 19:33:01,862 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,862 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-08 19:33:01,903 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,927 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,927 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-08 19:33:01,949 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:01,949 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-08 19:33:01,977 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,008 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,211 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,211 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-08 19:33:02,246 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,260 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,260 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-08 19:33:02,292 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,316 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,327 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,327 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-08 19:33:02,360 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,559 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,596 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,610 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,625 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,657 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,679 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,712 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 3.60, 全体平均勤務人数 = 3.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,963 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:02,994 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 40.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,024 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,053 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,085 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,116 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,151 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,365 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 32.40, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,617 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,644 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,670 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,693 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,718 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 22.50, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,742 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 7.20, 全体平均勤務人数 = 7.20, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:03,968 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,015 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,049 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,073 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 4.50, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,092 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,118 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-08 19:33:04,142 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 0.00, 適用中の統計手法 = '25パーセンタイル'
